news_date,news_href,news_title
14:58 | 2022/06/21,/%E8%8C%83%E6%98%8E%E6%AD%A3%E6%80%BB%E7%90%86%E5%B0%BD%E5%BF%AB%E5%A4%84%E7%90%86%E4%B8%BA%E4%B9%8C%E9%97%A8%E7%94%B5%E5%8A%9B%E4%B8%AD%E5%BF%83%E9%A1%B9%E7%9B%AEB%E5%8C%BA%E4%BE%9B%E6%B1%BD%E5%B7%A5%E4%BD%9C-116220622150205199.htm,范明正总理：尽快处理为乌门电力中心项目B区供汽工作
07:21 | 2022/06/21,/%E8%B6%8A%E5%8D%97%E7%89%B9%E5%88%AB%E9%87%8D%E8%A7%86%E4%B8%8E%E8%8E%AB%E6%A1%91%E6%AF%94%E5%85%8B%E5%8F%8B%E5%A5%BD%E5%90%88%E4%BD%9C%E5%85%B3%E7%B3%BB-116220621105640154.htm,越南特别重视与莫桑比克友好合作关系
07:20 | 2022/06/21,/%E6%8E%A8%E8%BF%9B%E8%B6%8A%E5%8D%97%E6%9F%AC%E5%9F%94%E5%AF%A8%E7%BB%8F%E6%B5%8E%E4%BA%92%E8%81%94%E4%BA%92%E9%80%9A-116220621110124357.htm,推进越南柬埔寨经济互联互通
15:44 | 2022/06/20,/%E6%9F%AC%E5%9F%94%E5%AF%A8%E9%A6%96%E7%9B%B8%E6%B4%AA%E6%A3%AE%E6%84%9F%E8%B0%A2%E8%B6%8A%E5%8D%97%E5%B8%AE%E5%8A%A9%E6%9F%AC%E5%9F%94%E5%AF%A8%E6%8E%A8%E7%BF%BB%E6%B3%A2%E5%B0%94%E5%B8%83%E7%89%B9%E6%94%BF%E6%9D%83-116220620152120232.htm,柬埔寨首相洪森感谢越南帮助柬埔寨推翻波尔布特政权
07:35 | 2022/06/20,/%E8%8E%AB%E6%A1%91%E6%AF%94%E5%85%8B%E8%AE%AE%E4%BC%9A%E8%AE%AE%E9%95%BF%E9%A6%96%E6%AC%A1%E5%AF%B9%E8%B6%8A%E5%8D%97%E8%BF%9B%E8%A1%8C%E8%AE%BF%E9%97%AE-116220620101547766.htm,莫桑比克议会议长首次对越南进行访问
07:41 | 2022/06/18,/%E8%B6%8A%E5%8D%97%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E9%98%AE%E6%98%A5%E7%A6%8F%E4%BC%9A%E8%A7%81%E8%80%81%E6%8C%9D%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E5%8A%9E%E5%85%AC%E5%8E%85%E4%B8%BB%E4%BB%BB%E9%83%A8%E9%95%BF-11622061808430736.htm,越南国家主席阮春福会见老挝国家主席办公厅主任、部长
07:36 | 2022/06/18,/%E8%B6%8A%E5%8D%97%E5%BC%BA%E8%B0%83%E7%BB%B4%E6%8A%A4%E4%B8%9C%E6%B5%B7%E8%88%AA%E8%A1%8C%E9%A3%9E%E8%A1%8C%E8%87%AA%E7%94%B1%E4%B8%8E%E5%AE%89%E5%85%A8-116220618084110563.htm,越南强调维护东海航行、飞行自由与安全
07:33 | 2022/06/18,/%E4%B8%9C%E7%9B%9F%E5%8D%B0%E5%BA%A6%E5%8A%AA%E5%8A%9B%E5%B0%86%E5%8F%8C%E8%BE%B9%E5%85%B3%E7%B3%BB%E6%8F%90%E5%8D%87%E4%B8%BA%E6%88%98%E7%95%A5%E5%90%88%E4%BD%9C%E4%BC%99%E4%BC%B4%E5%85%B3%E7%B3%BB-116220618083620454.htm,东盟印度努力将双边关系提升为战略合作伙伴关系
07:46 | 2022/06/17,/%E8%B6%8A%E5%8D%97%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E9%98%AE%E6%98%A5%E7%A6%8F%E4%BC%9A%E8%A7%81%E6%BE%B3%E5%A4%A7%E5%88%A9%E4%BA%9A%E9%A9%BB%E8%B6%8A%E5%8D%97%E5%A4%A7%E4%BD%BF-116220617093236755.htm,越南国家主席阮春福会见澳大利亚驻越南大使
07:46 | 2022/06/17,/%E8%B6%8A%E5%8D%97%E5%A4%96%E4%BA%A4%E9%83%A8%E9%83%A8%E9%95%BF%E8%A3%B4%E9%9D%92%E5%B1%B1%E4%B8%8E%E5%8D%B0%E5%B0%BC%E6%96%87%E8%8E%B1%E5%A4%96%E9%95%BF%E4%B8%BE%E8%A1%8C%E5%8F%8C%E8%BE%B9%E4%BC%9A%E6%99%A4-116220617092959905.htm,越南外交部部长裴青山与印尼、文莱外长举行双边会晤
07:45 | 2022/06/17,/%E7%AC%AC%E5%8D%81%E4%BA%94%E5%B1%8A%E5%9B%BD%E4%BC%9A%E7%AC%AC%E4%B8%89%E6%AC%A1%E4%BC%9A%E8%AE%AE%E9%97%AD%E5%B9%95-116220617093430749.htm,第十五届国会第三次会议闭幕
11:48 | 2022/06/16,/%E8%B6%8A%E5%8D%97%E5%B8%8C%E6%9C%9B%E8%81%94%E5%90%88%E5%9B%BD%E6%B5%B7%E6%B4%8B%E6%B3%95%E5%85%AC%E7%BA%A6%E6%9C%8B%E5%8F%8B%E5%9C%88%E7%BB%A7%E7%BB%AD%E5%8F%91%E5%B1%95-116220616164917437.htm,越南希望《联合国海洋法公约》朋友圈继续发展
22:49 | 2022/06/15,/%E8%92%99%E5%8F%A4%E5%9B%BD%E5%B8%8C%E6%9C%9B%E5%80%9F%E9%89%B4%E8%B6%8A%E5%8D%97%E5%8F%91%E5%B1%95%E7%BB%8F%E9%AA%8C%E5%92%8C%E6%8F%90%E5%8D%87%E8%B6%8A%E8%92%99%E4%B8%A4%E5%9B%BD%E5%85%B3%E7%B3%BB%E6%B0%B4%E5%B9%B3-116220616010008188.htm,蒙古国希望借鉴越南发展经验和提升越蒙两国关系水平
20:00 | 2022/06/15,/%E8%B6%8A%E5%8D%97%E6%94%BF%E5%BA%9C%E6%80%BB%E7%90%86%E8%8C%83%E6%98%8E%E6%AD%A3%E4%BC%9A%E8%A7%81%E5%9F%83%E5%8F%8A%E6%96%B0%E4%BB%BB%E9%A9%BB%E8%B6%8A%E5%8D%97%E5%A4%A7%E4%BD%BF%E5%9F%83%E5%B0%94%E8%8E%AB%E8%A5%BF%E8%90%A8%E6%8B%89%E9%A9%AC-116220616010215657.htm,越南政府总理范明正会见埃及新任驻越南大使埃尔莫西·萨拉马
18:02 | 2022/06/15,/%E5%8C%97%E5%8D%97%E9%AB%98%E9%80%9F%E5%85%AC%E8%B7%AF%E9%A1%B9%E7%9B%AE%E7%9A%84%E4%BB%BB%E4%BD%95%E5%B7%A5%E6%9C%9F%E8%8A%82%E7%82%B9%E7%BB%9D%E4%B8%8D%E8%83%BD%E6%8E%A8%E5%90%8E-116220616010700626.htm,北南高速公路项目的任何工期节点绝不能推后
07:28 | 2022/06/15,/%E8%B6%8A%E5%8D%97%E5%A4%96%E4%BA%A4%E9%83%A8%E5%89%AF%E9%83%A8%E9%95%BF%E4%BD%95%E9%87%91%E7%8E%89%E4%B8%8E%E7%BE%8E%E5%9B%BD%E5%B8%B8%E5%8A%A1%E5%89%AF%E5%9B%BD%E5%8A%A1%E5%8D%BF%E6%B8%A9%E8%BF%AA%E8%88%8D%E6%9B%BC%E4%B8%BE%E8%A1%8C%E4%BC%9A%E8%B0%88-116220615110802956.htm,越南外交部副部长何金玉与美国常务副国务卿温迪•舍曼举行会谈。
07:28 | 2022/06/15,/%E7%BE%8E%E5%9B%BD%E5%B8%B8%E5%8A%A1%E5%89%AF%E5%9B%BD%E5%8A%A1%E5%8D%BF%E6%B8%A9%E8%BF%AA%E8%88%8D%E6%9B%BC%E8%8C%83%E6%98%8E%E6%AD%A3%E6%80%BB%E7%90%86%E8%AE%BF%E7%BE%8E%E4%B8%BA%E4%B8%A4%E5%9B%BD%E5%85%B3%E7%B3%BB%E5%8F%91%E5%B1%95%E6%B3%A8%E5%85%A5%E5%BC%BA%E5%8A%B2%E5%8A%A8%E5%8A%9B-116220615110621204.htm,美国常务副国务卿温迪·舍曼：范明正总理访美为两国关系发展注入强劲动力
07:27 | 2022/06/15,/%E8%B6%8A%E5%8D%97%E6%94%AF%E6%8C%81%E6%9C%89%E5%88%A9%E4%BA%8E%E7%BC%85%E7%94%B8%E9%97%AE%E9%A2%98%E5%85%A8%E9%9D%A2%E6%8C%81%E4%B9%85%E8%A7%A3%E5%86%B3%E7%9A%84%E5%8A%AA%E5%8A%9B-116220615111129407.htm,越南支持有利于缅甸问题全面、持久解决的努力
07:26 | 2022/06/15,/%E8%B6%8A%E5%8D%97%E5%9B%BD%E4%BC%9A%E4%B8%BB%E5%B8%AD%E7%8E%8B%E5%BB%B7%E6%83%A0%E4%BC%9A%E8%A7%81%E6%96%B0%E8%A5%BF%E5%85%B0%E9%A9%BB%E8%B6%8A%E5%A4%A7%E4%BD%BF-116220615111332501.htm,越南国会主席王廷惠会见新西兰驻越大使
07:54 | 2022/06/14,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E7%BE%8E%E5%9B%BD%E5%8A%A0%E5%BC%BA%E5%85%8B%E6%9C%8D%E6%88%98%E4%BA%89%E5%90%8E%E6%9E%9C-116220614090134904.htm,越南与美国加强克服战争后果
19:08 | 2022/06/13,/%E8%B6%8A%E5%8D%97%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E9%98%AE%E6%98%A5%E7%A6%8F%E6%8E%A5%E8%A7%81%E9%80%92%E4%BA%A4%E5%9B%BD%E4%B9%A6%E7%9A%84%E5%85%8B%E7%BD%97%E5%9C%B0%E4%BA%9A%E5%A1%9E%E5%86%85%E5%8A%A0%E5%B0%94%E4%B8%A4%E5%9B%BD%E6%96%B0%E4%BB%BB%E9%A9%BB%E8%B6%8A%E5%A4%A7%E4%BD%BF-116220613231228073.htm,越南国家主席阮春福接见递交国书的克罗地亚、塞内加尔两国新任驻越大使
14:10 | 2022/06/13,/%E8%B6%8A%E5%8D%97%E6%94%AF%E6%8C%81%E4%B8%80%E5%88%87%E4%BB%A5%E5%92%8C%E5%B9%B3%E6%96%B9%E5%BC%8F%E5%AE%9E%E7%8E%B0%E6%9C%9D%E9%B2%9C%E5%8D%8A%E5%B2%9B%E6%97%A0%E6%A0%B8%E5%8C%96%E7%9A%84%E5%8A%AA%E5%8A%9B-116220613221227354.htm,越南支持一切以和平方式实现朝鲜半岛无核化的努力
11:09 | 2022/06/13,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E5%B8%83%E9%9A%86%E8%BF%AA%E7%AD%BE%E7%BD%B2%E5%A4%96%E4%BA%A4%E5%92%8C%E5%85%AC%E5%8A%A1%E6%8A%A4%E7%85%A7%E4%BA%92%E5%85%8D%E7%AD%BE%E8%AF%81%E5%8D%8F%E5%AE%9A-116220613211128431.htm,越南与布隆迪签署外交和公务护照互免签证协定
16:14 | 2022/06/12,/%E8%83%A1%E5%BF%97%E6%98%8E%E5%B8%82%E6%84%BF%E4%B8%BA%E6%8E%A8%E5%8A%A8%E8%B6%8A%E5%8D%97%E4%B8%8E%E7%BE%8E%E5%9B%BD%E6%9E%84%E5%BB%BA%E6%A1%A5%E6%A2%81-116220613161914439.htm,胡志明市愿为推动越南与美国构建桥梁
14:09 | 2022/06/12,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E5%B8%83%E9%9A%86%E8%BF%AA%E7%AD%BE%E7%BD%B2%E6%8C%81%E5%A4%96%E4%BA%A4%E5%92%8C%E5%85%AC%E5%8A%A1%E6%8A%A4%E7%85%A7%E5%85%8D%E7%AD%BE%E8%AF%81%E5%8D%8F%E5%AE%9A-116220612152957335.htm,越南与布隆迪签署持外交和公务护照免签证协定
10:24 | 2022/06/12,/%E8%B6%8A%E5%8D%97%E6%94%BF%E5%BA%9C%E6%80%BB%E7%90%86%E8%8C%83%E6%98%8E%E6%AD%A3%E4%B8%8E%E5%B7%A5%E4%BA%BA%E8%BF%9B%E8%A1%8C%E5%AF%B9%E8%AF%9D-116220612213200579.htm,越南政府总理范明正与工人进行对话
10:10 | 2022/06/12,/%E6%BD%98%E6%96%87%E6%B1%9F%E9%83%A8%E9%95%BF%E5%8A%A0%E5%BC%BA%E5%9B%BD%E9%98%B2%E8%83%BD%E5%8A%9B%E4%BF%9D%E5%8D%AB%E7%A5%96%E5%9B%BD%E4%B8%8E%E7%BB%B4%E6%8A%A4%E5%92%8C%E5%B9%B3-116220612152604398.htm,潘文江部长：加强国防能力保卫祖国与维护和平
12:11 | 2022/06/11,/%E8%B6%8A%E5%8D%97%E7%91%9E%E5%85%B8%E6%B7%B1%E6%8C%96%E5%90%88%E4%BD%9C%E6%BD%9C%E5%8A%9B%E6%8B%93%E5%AE%BD%E5%90%88%E4%BD%9C%E9%A2%86%E5%9F%9F-116220611211355303.htm,"越南瑞典深挖合作潜力，拓宽合作领域,"
07:14 | 2022/06/11,/%E8%B6%8A%E5%8D%97%E5%87%BA%E5%B8%AD%E4%B8%9C%E7%9B%9F%E6%84%8F%E5%A4%A7%E5%88%A9%E5%8F%91%E5%B1%95%E4%BC%99%E4%BC%B4%E5%A7%94%E5%91%98%E4%BC%9A%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%BC%9A%E8%AE%AE-116220611211557162.htm,越南出席东盟—意大利发展伙伴委员会第二次会议
07:05 | 2022/06/11,/%E6%BD%98%E6%96%87%E6%B1%9F%E9%83%A8%E9%95%BF%E5%9C%A8%E9%A6%99%E6%A0%BC%E9%87%8C%E6%8B%89%E5%AF%B9%E8%AF%9D%E4%BC%9A%E4%B8%BE%E8%A1%8C%E6%9C%9F%E9%97%B4%E4%B8%8E%E6%96%B0%E5%8A%A0%E5%9D%A1%E7%BE%8E%E5%9B%BD%E5%8A%A0%E6%8B%BF%E5%A4%A7%E5%9B%BD%E9%98%B2%E9%83%A8%E9%95%BF%E4%B8%BE%E8%A1%8C%E5%8F%8C%E8%BE%B9%E4%BC%9A%E6%99%A4-116220611211056633.htm,潘文江部长在香格里拉对话会举行期间与新加坡、美国、加拿大国防部长举行双边会晤
15:28 | 2022/06/10,/%E8%B6%8A%E5%8D%97%E5%87%BA%E8%89%B2%E5%AE%8C%E6%88%90%E4%B8%9C%E7%9B%9F%E5%9F%BA%E9%87%91%E4%BC%9A%E5%A7%94%E6%89%98%E5%A7%94%E5%91%98%E4%BC%9A%E4%B8%BB%E5%B8%AD%E8%81%8C%E5%8A%A1-116220610212942214.htm,越南出色完成东盟基金会委托委员会主席职务
07:24 | 2022/06/10,/%E8%B6%8A%E5%8D%97%E5%A4%96%E4%BA%A4%E9%83%A8%E5%8F%91%E8%A8%80%E4%BA%BA%E5%B0%B1%E6%BE%B3%E5%A4%A7%E5%88%A9%E4%BA%9A%E9%A3%9E%E6%9C%BA%E5%9C%A8%E4%B8%9C%E6%B5%B7%E5%9C%B0%E5%8C%BA%E9%81%AD%E4%B8%AD%E5%9B%BD%E6%8B%A6%E6%88%AA%E5%8F%91%E8%A1%A8%E8%AE%B2%E8%AF%9D-116220610083033308.htm,越南外交部发言人就澳大利亚飞机在东海地区遭中国拦截发表讲话
07:22 | 2022/06/10,/%E8%B6%8A%E5%8D%97%E6%94%AF%E6%8C%81%E6%9C%9D%E9%B2%9C%E5%8D%8A%E5%B2%9B%E5%92%8C%E5%B9%B3%E7%A8%B3%E5%AE%9A%E5%90%88%E4%BD%9C%E4%B8%8E%E5%8F%91%E5%B1%95-116220610084123183.htm,越南支持朝鲜半岛和平、稳定、合作与发展
